"Postal code area","X coordinate in metres","Y coordinate in metres"
"36570  Kaivanto (Kangasala)",347624,6808901
"36600  Pälkäne Keskus (Pälkäne)",353757,6802729
"36640  Iltasmäki (Pälkäne)",355345,6798447
"36660  Laitikkala (Pälkäne)",357976,6794700
"36720  Aitoo (Pälkäne)",367222,6802982
"36760  Luopioinen Keskus (Pälkäne)",374282,6805046
"36810  Kuhmalahti Keskus (Kangasala)",369131,6821076
"36840  Kuhmajärvi (Kangasala)",376740,6819260
"36880  Vehkajärvi (Kangasala)",385359,6820827
"36910  Rautajärvi (Pälkäne)",378126,6810223
"36930  Kyynärö (Pälkäne)",384635,6807389
"37100  Nokia Keskus (Nokia)",315221,6827509
"37120  Koskenmäki (Nokia)",308439,6816848
"37130  Alhoniitty (Nokia)",310978,6823147
"37140  Harjuniitty (Nokia)",310255,6820949
"37150  Kankaantaka (Nokia)",315716,6823743
"37180  Sarkola (Nokia)",300050,6815154
"37200  Siuro (Nokia)",304060,6824969
"37210  Kulovesi (Nokia)",300180,6823900
"37240  Linnavuori (Nokia)",306767,6822823
"37310  Tottijärvi (Nokia)",306171,6810320
"37350  Rämsöö (Vesilahti)",301821,6805467
"37370  Narva (Vesilahti)",311250,6804138
"37380  Krääkkiö (Vesilahti)",307019,6794702
"37420  Valkkinen (Vesilahti)",317258,6794424
"37470  Vesilahti Keskus (Vesilahti)",318244,6801177
"37500  Lempäälä Keskus (Lempäälä)",329395,6801660
"37530  Säijä (Lempäälä)",319703,6808595
"37550  Kuivaspää (Lempäälä)",329839,6808516
"37560  Kulju (Lempäälä)",328451,6811030
"37570  Koivuniemi (Lempäälä)",331296,6806961
"37600  Valkeakoski Keskus (Valkeakoski)",345793,6794079
"37630  Vääräkoivu (Valkeakoski)",337566,6799824
"37700  Sääksmäki (Valkeakoski)",342476,6787847
"37720  Ritvala (Valkeakoski)",348707,6786404
"37740  Haukila (Valkeakoski)",353588,6789822
"37770  Tarttila (Valkeakoski)",341811,6783421
"37800  Toijala keskus (Akaa)",330451,6780640
"37830  Viiala Keskus (Akaa)",323433,6791624
"37850  Metsäkansa (Valkeakoski)",331159,6792696
"37860  Kärjenniemi (Valkeakoski)",336649,6792796
"37900  Kylmäkoski Asemanseutu (Akaa)",322220,6779796
"37910  Kylmäkoski Keskus (Akaa)",317643,6785992
"37960  Sotkia (Akaa)",327062,6782797
"38100  Karkku (Sastamala)",290526,6819132
"38120  Kutala (Sastamala)",294787,6814071
"38130  Ellivuori (Sastamala)",288758,6814289
"38140  Kärppälä (Sastamala)",292704,6810221
"38200  Vammala Keskus (Sastamala)",281917,6806166
"38210  Vammala Asemanseutu (Sastamala)",281153,6814159
"38220  Stormi (Sastamala)",292255,6803547
"38250  Roismala (Sastamala)",284028,6800566
"38270  Sammaljoki (Sastamala)",294300,6795055
"38280  Illo (Sastamala)",285542,6792778
"38300  Kiikka (Sastamala)",271328,6810861
"38360  Kiikoinen (Sastamala)",263891,6822715
"38420  Häijää (Sastamala)",293544,6825526
"38460  Mouhijärvi Keskus (Sastamala)",282956,6826559
"38470  Hyynilä (Sastamala)",284330,6831798
"38490  Haukijärvi (Hämeenkyrö)",292008,6832123
"38510  Suodenniemi (Sastamala)",274886,6837691
"38600  Lavia Keskus (Pori)",266239,6836810
"38650  Yli-Putto (Pori)",258499,6846233
"38670  Kalliala-Haunia (Pori)",256666,6840361
"38680  Tuunajärvi (Pomarkku)",250666,6852378
"38700  Kankaanpää Keskus (Kankaanpää)",259988,6857178
"38710  Myllymäki (Kankaanpää)",255552,6861188
"38720  Vihteljärvi (Kankaanpää)",266328,6852288
"38740  Hapuoja (Kankaanpää)",251903,6860995
"38750  Veneskoski (Kankaanpää)",248805,6856917
"38760  Venesjärvi (Kankaanpää)",244748,6864302
"38770  Lohikko (Kankaanpää)",253565,6865716
"38800  Jämijärvi Keskus (Jämijärvi)",272412,6861440
"38840  Niinisalo (Kankaanpää)",264568,6871250
"38860  Suurimaa (Jämijärvi)",269198,6872692
"38910  Ala-Honkajoki (Kankaanpää)",257366,6874564
"38920  Vatajankoski (Honkajoki)",249423,6875574
"38950  Honkajoki Keskus (Honkajoki)",250931,6883497
"38970  Lauhala (Honkajoki)",254130,6892645
"39100  Hämeenkyrö Keskus (Hämeenkyrö)",296875,6835178
"39110  Simuna (Hämeenkyrö)",301096,6833289
"39130  Sasi (Hämeenkyrö)",305521,6833183
"39150  Pinsiö (Hämeenkyrö)",311461,6832443
"39160  Julkujärvi (Ylöjärvi)",314775,6831760
"39170  Jumesniemi (Hämeenkyrö)",300551,6829022
"39180  Herttuala (Hämeenkyrö)",293532,6835649
"39195  Kaipio (Hämeenkyrö)",285884,6838982
"39200  Kyröskoski (Hämeenkyrö)",294974,6843564
"39230  Osara (Hämeenkyrö)",297141,6847450
"39290  Vesajärvi (Hämeenkyrö)",284093,6843054
"39310  Viljakkala Keskus (Ylöjärvi)",304505,6848860
"39340  Karhe (Ylöjärvi)",312788,6849977
"39360  Komi (Ylöjärvi)",309477,6843620
"39380  Lavajärvi (Hämeenkyrö)",311658,6840267
"39410  Luhalahti (Ikaalinen)",305640,6857631
"39430  Röyhiö (Ikaalinen)",297786,6860736
"39450  Sisättö (Ikaalinen)",309768,6864064
"39500  Ikaalinen Keskus (Ikaalinen)",290982,6857704
"39530  Kilvakkala (Ikaalinen)",282548,6852274
"39580  Riitiala (Ikaalinen)",290082,6867753
"39590  Tevaniemi (Ikaalinen)",293375,6864031
"39610  Kovelahti (Ikaalinen)",280450,6869857
"39620  Kovesjoki (Parkano)",274193,6879654
"39660  Lapinneva (Parkano)",285313,6878966
"39700  Parkano Keskus (Parkano)",293978,6885659
"39750  Vatajanjärvi (Parkano)",287684,6902355
"39770  Aureskoski (Parkano)",306347,6883647
"39780  Alaskylä (Parkano)",289231,6874360
"39810  Linnankylä (Kihniö)",300176,6894159
"39820  Kihniö Keskus (Kihniö)",302685,6907958
"39880  Kihniö Asemanseutu (Kihniö)",307796,6894604
"39920  Suomijärvi (Karvia)",274612,6892305
"39930  Karvia Keskus (Karvia)",267532,6898730
"39940  Kantti (Karvia)",264200,6891066
"39960  Sarvela (Karvia)",271586,6902053
"39965  Karviankylä (Karvia)",276850,6909040
"39980  Sara (Karvia)",272367,6910898
"39990  Alkkia (Karvia)",280691,6902403
"40100  Jyväskylä Keskus (Jyväskylä)",435330,6901715
"40200  Mannila-Taulumäki (Jyväskylä)",434122,6904795
"40250  Ritoniemi-Lohikoski (Jyväskylä)",435723,6905389
"40270  Pappilanrinne-Pappilanvuori (Jyväskylä)",430940,6909566
"40320  Seppälän Teollisuusalue (Jyväskylä)",437706,6907978
"40340  Huhtasuo (Jyväskylä)",438878,6905105
"40400  Halssila (Jyväskylä)",437422,6902034
"40420  Jyskä (Jyväskylä)",439118,6901421
"40500  Keljo-Ristonmaa (Jyväskylä)",428699,6897532
"40520  Kuokkala-Ristikivi (Jyväskylä)",436697,6898714
"40530  Keljonkangas (Jyväskylä)",431659,6895638
"40600  Mattilanpelto (Jyväskylä)",433203,6900233
"40620  Keskussairaala-alue-Kukkumäki (Jyväskylä)",432831,6900593
"40630  Kypärämäki (Jyväskylä)",431462,6901417
"40640  Keltinmäki (Jyväskylä)",430954,6899956
"40660  Länsi-Palokka (Jyväskylä)",427975,6904979
"40700  Mäki-Matti (Jyväskylä)",433459,6901527
"40720  Nisula (Jyväskylä)",434192,6902780
"40740  Kortepohja (Jyväskylä)",432505,6904087
"40800  Vaajakoski (Jyväskylä)",442632,6901001
"40820  Vuoritsalo (Jyväskylä)",438891,6896822
"40900  Säynätsalo (Jyväskylä)",435369,6887021
"40930  Kinkomaa (Muurame)",435584,6894334
"40950  Muurame Keskus (Muurame)",428477,6888301
"41120  Puuppola (Jyväskylä)",432105,6914362
"41140  Kuikka (Jyväskylä)",425097,6917693
"41160  Tikkakoski (Jyväskylä)",432766,6919636
"41180  Vehniä (Laukaa)",431354,6924705
"41210  Jokihaara (Uurainen)",423790,6924099
"41220  Höytiä (Uurainen)",415533,6922158
"41230  Uurainen Keskus (Uurainen)",417906,6929489
"41240  Kyynämöinen (Uurainen)",409419,6928431
"41260  Hoikankylä (Saarijärvi)",413814,6938184
"41270  Lannevesi (Saarijärvi)",418254,6941303
"41290  Kangashäkki (Uurainen)",427855,6931809
"41310  Leppävesi (Laukaa)",441267,6911203
"41325  Laukkavirta (Laukaa)",452013,6916252
"41330  Vihtavuori (Laukaa)",443916,6914873
"41340  Laukaa Keskus (Laukaa)",446342,6917950
"41350  Laukaa Asemanseutu (Laukaa)",439920,6922196
"41360  Valkola (Laukaa)",438869,6927810
"41370  Kuusa (Laukaa)",452223,6924641
"41390  Äijälä (Laukaa)",451193,6932236
"41400  Lievestuore (Laukaa)",456279,6908509
"41410  Kankainen (Toivakka)",460649,6892021
"41440  Ruuhimäki (Toivakka)",456214,6896843
"41450  Leppälahti (Jyväskylä)",447672,6900004
"41490  Niemisjärvi (Hankasalmi)",465188,6904587
"41500  Hankasalmi Asemanseutu (Hankasalmi)",473316,6905289
"41520  Hankasalmi Keskus (Hankasalmi)",474884,6918785
"41530  Veneranta (Hankasalmi)",466272,6916204
"41540  Ristimäki (Hankasalmi)",464686,6926331
"41550  Hannula (Hankasalmi)",462312,6932652
"41560  Säkinmäki (Hankasalmi)",474510,6928291
"41580  Sauvamäki (Hankasalmi)",479761,6910960
"41630  Oravasaari (Jyväskylä)",441418,6888981
"41660  Toivakka Keskus (Toivakka)",451710,6885312
"41710  Rutalahti-Kivisuo (Jyväskylä)",445974,6873004
"41730  Kivisuo (Joutsa)",445046,6862114
"41750  Havumäki (Joutsa)",462314,6873607
"41770  Leivonmäki (Joutsa)",454460,6865653
"41800  Korpilahti Keskus (Jyväskylä)",422463,6879890
"41820  Saakoski (Jyväskylä)",416030,6873263
"41840  Moksi (Jyväskylä)",416702,6886852
"41860  Rannila (Jyväskylä)",420305,6891894
"41870  Putkilahti (Jyväskylä)",430439,6863380
"41880  Oittila (Jyväskylä)",436156,6870711
"41900  Petäjävesi Keskus (Petäjävesi)",404512,6903965
"41920  Kintaus (Petäjävesi)",413818,6905749
"41925  Ylä-Kintaus (Petäjävesi)",413587,6914557
"41930  Kuohu (Jyväskylä)",418241,6905281
"41940  Vesanka (Jyväskylä)",421201,6910314
"41970  Huttula (Keuruu)",397458,6905324
"41980  Kuivasmäki (Petäjävesi)",406806,6916577
"42100  Jämsä Keskus (Jämsä)",413848,6863109
"42140  Juokslahti (Jämsä)",411697,6872118
"42220  Kaipola (Jämsä)",406738,6855207
"42300  Jämsänkoski Keskus (Jämsä)",405065,6868790
"42330  Haavisto (Jämsä)",400049,6877895
"42440  Koskenpää (Jämsä)",400310,6888408
"42520  Asunta (Keuruu)",391951,6906232
"42560  Pohjoisjärvi (Keuruu)",387225,6898770
"42600  Multia Keskus-Väätäiskylä (Multia)",388257,6927504
"42660  Sahrajärvi (Multia)",402950,6931819
"42700  Keuruu Keskus (Keuruu)",377075,6908424
"42720  Valkealahti (Keuruu)",378924,6900978
"42800  Haapamäki (Keuruu)",365270,6903878
"42820  Riiho (Keuruu)",362593,6898411
"42830  Ylä-Kolkki (Mänttä-Vilppula)",355739,6901001
"42840  Kolkki (Mänttä-Vilppula)",355115,6890305
"42850  Pohjaslahti (Mänttä-Vilppula)",348271,6896442
"42870  Kotala (Virrat)",346480,6909211
"42910  Pihlajavesi (Keuruu)",362168,6919580
"42930  Katajamäki (Keuruu)",354145,6913459
"43100  Saarijärvi Keskus (Saarijärvi)",412268,6958824
"43130  Tarvaala (Saarijärvi)",413079,6947627
"43170  Häkkilä (Saarijärvi)",423378,6966426
"43220  Mahlu (Saarijärvi)",397630,6943887
"43240  Lehtola (Saarijärvi)",398554,6957036
"43250  Kolkanlahti (Saarijärvi)",405823,6959248
"43270  Kalmari (Saarijärvi)",399037,6965424
"43300  Kannonkoski Keskus (Kannonkoski)",413221,6985903
"43340  Kannonjärvi (Kannonkoski)",411250,6971455
"43390  Lokakylä (Kivijärvi)",412910,6999593
"43420  Kukko (Saarijärvi)",384722,6943920
"43430  Väätäiskylä (Multia)",376080,6942774
"43440  Pylkönmäki Keskus (Saarijärvi)",382833,6951759
"43480  Pääjärvi (Saarijärvi)",388766,6963437
"43490  Kangasaho (Karstula)",377725,6962163
"43500  Karstula Keskus (Karstula)",388309,6974130
"43520  Kiminki (Karstula)",383042,6984017
"43540  Rantakylä-Pirttilahti (Karstula)",381621,6972252
"43560  Vahanka (Karstula)",372120,6976082
"43610  Aho (Karstula)",403003,6975408
"43640  Humppi (Karstula)",393006,6979360
"43660  Vastinki (Karstula)",397541,6983571
"43700  Kyyjärvi Keskus (Kyyjärvi)",374777,6994452
"43720  Kumpulainen (Kyyjärvi)",387581,6997073
"43800  Kivijärvi Keskus-Sompala (Kivijärvi)",397030,7002655
"43840  Sompala (Kivijärvi)",404115,6992157
"43900  Kinnula Keskus (Kinnula)",400694,7028328
"43940  Muhola-Saarensalmi (Kinnula)",403240,7018758
"43960  Saarensalmi (Kinnula)",411697,7020321
"44100  Äänekoski Keskus (Äänekoski)",434765,6940776
"44120  Mämmensalmi-Mustaniemi (Äänekoski)",434707,6944322
"44150  Likolahti-Karhunlähde (Äänekoski)",432698,6950389
"44160  Huutomäki (Äänekoski)",429949,6937585
"44170  Hietama (Äänekoski)",425462,6940914
"44190  Parantala (Äänekoski)",424614,6947898
"44200  Suolahti Keskus (Äänekoski)",441658,6936783
"44220  Sörkänmäki (Äänekoski)",440273,6946057
"44250  Äänekoivisto (Äänekoski)",436459,6933266
"44260  Vihijärvi (Äänekoski)",444710,6945013
"44280  Sumiainen Keskus (Äänekoski)",450052,6952747
"44300  Konnevesi Keskus (Konnevesi)",464024,6946404
"44320  Sirkkamäki (Konnevesi)",472394,6937285
"44330  Hytölä (Konnevesi)",456800,6937011
"44350  Istunmäki (Konnevesi)",472523,6951655
"44370  Mäntymäki (Konnevesi)",457632,6961805
"44400  Konginkangas Keskus (Äänekoski)",441280,6959730
"44420  Liimattala (Äänekoski)",437288,6955851
"44440  Räihä (Äänekoski)",436141,6968992
"44460  Kalaniemi (Äänekoski)",442299,6972516
"44480  Niinilahti (Viitasaari)",438849,6979384
"44500  Viitasaari Keskus (Viitasaari)",437913,6997300
"44530  Ilmolahti (Viitasaari)",444022,6981807
"44580  Huopanankoski (Viitasaari)",425938,6994192
"44590  Vuorilahti (Viitasaari)",428324,6982151
"44610  Kärnä (Viitasaari)",442253,7010996
"44630  Kumpumäki (Viitasaari)",450509,7011398
"44640  Kymönkoski (Viitasaari)",451797,6996954
"44670  Suovanlahti (Viitasaari)",454830,6984478
"44680  Lahnanen (Viitasaari)",457537,6992365
"44730  Löytänä (Viitasaari)",434088,7012594
"44740  Keitelepohja-Kotvala (Viitasaari)",428143,7009285
"44760  Keihärinkoski (Viitasaari)",422896,7004417
"44770  Valkeisjärvi (Viitasaari)",417962,7006309
"44790  Kotvala (Viitasaari)",419115,7011056
"44800  Pihtipudas Keskus (Pihtipudas)",424563,7027450
"44860  Alvajärvi (Pihtipudas)",416743,7034584
"44880  Muurasjärvi (Pihtipudas)",414394,7047464
"44910  Elämäjärvi (Pihtipudas)",431342,7040594
"44920  Peninki (Pihtipudas)",438807,7035635
"44950  Kärväsjärvi (Pihtipudas)",440224,7024094
"44970  Korppinen (Pihtipudas)",448898,7027328
"45100  Kouvola Keskus (Kouvola)",487768,6745344
"45120  Kotkankallio-Vahteronmäki (Kouvola)",485546,6747241
"45130  Korjala-Kaunisnurmi (Kouvola)",481099,6747455
"45150  Kankaronmäki-Eskolanmäki (Kouvola)",484916,6746095
"45160  Lehtomäki (Kouvola)",484892,6750373
"45200  Tornionmäki (Kouvola)",487233,6749265
"45330  Harju (Kouvola)",483727,6754920
"45360  Kukkuramäki (Kouvola)",487217,6753573
"45370  Valkeala kk (Kouvola)",491916,6759552
"45410  Utti (Kouvola)",496820,6750985
"45460  Savero (Kouvola)",498855,6744112
"45610  Koria (Kouvola)",477092,6742651
"45700  Kuusankoski Keskus (Kouvola)",480541,6753295
"45720  Kotiharju-Puhjonmäki (Kouvola)",482088,6750511
"45740  Maunuksela (Kouvola)",477110,6751077
"45750  Kuusankosken Sairaala-alue (Kouvola)",479683,6753321
"45810  Pilkanmaa (Kouvola)",475643,6757687
"45910  Voikkaa (Kouvola)",481693,6757790
"45940  Oravala (Kouvola)",478860,6762063
"46110  Tuohikotti (Kouvola)",505476,6773274
"46140  Vekaranjärvi (Kouvola)",498509,6776369
"46230  Aro (Kouvola)",493547,6771778
"46400  Kaipiainen (Kouvola)",509033,6749948
"46430  Tirva-Inkerilä (Kouvola)",503993,6759814
"46450  Enäjärvi (Kouvola)",507328,6744319
"46530  Kannuskoski (Luumäki)",512337,6761222
"46570  Saaramaa (Kouvola)",518655,6746362
"46710  Sippola (Kouvola)",503366,6737664
"46730  Ruotila (Kouvola)",504647,6729852
"46750  Liikkala (Kouvola)",499539,6728886
"46800  Myllykoski (Kouvola)",490730,6740467
"46810  Ummeljoki (Kouvola)",484701,6736993
"46860  Anjalankoski Keskus (Kouvola)",491074,6734748
"46900  Inkeroinen (Kouvola)",494224,6727572
"46910  Anjala (Kouvola)",487626,6729258
"46930  Huruksela (Kotka)",489160,6720748
"46950  Ahvio (Kouvola)",485276,6721684
"46960  Muhniemi (Kouvola)",481743,6729404
"47110  Löytty (Kouvola)",478216,6735521
"47150  Raussila (Kouvola)",477177,6725151
"47200  Elimäki kk (Kouvola)",470216,6731980
"47260  Ratula (Kouvola)",470923,6724686
"47310  Haapa-Kimola (Iitti)",462100,6738431
"47350  Kimonkylä (Lapinjärvi)",460549,6731532
"47400  Kausala (Iitti)",465776,6749199
"47440  Sääskjärvi (Iitti)",458961,6743131
"47450  Perheniemi (Iitti)",454861,6746107
"47460  Hiisiö (Iitti)",453872,6752994
"47490  Mankala-Hiisiö (Iitti)",456046,6758142
"47520  Iitti kk (Iitti)",466419,6756526
"47540  Löyttilä (Iitti)",471567,6759147
"47610  Kymentaka (Iitti)",464131,6761045
"47650  Kimola (Kouvola)",463671,6767926
"47710  Jaala kk (Kouvola)",468224,6776123
"47760  Huhdasjärvi (Kouvola)",477672,6785505
"47810  Selänpää (Kouvola)",484733,6767827
"47830  Hasula (Kouvola)",481814,6767617
"47850  Verla (Kouvola)",479391,6771636
"47900  Vuohijärvi (Kouvola)",488933,6775770
"47910  Hillosensalmi (Kouvola)",488448,6784574
"48100  Kotkansaari (Kotka)",502277,6694828
"48130  Katariina (Kotka)",496682,6701840
"48200  Hovinsaari (Kotka)",496284,6704765
"48210  Toukolan Sairaala-Alue (Kotka)",495267,6704204
"48220  Metsola (Kotka)",494671,6705229
"48230  Korela-Jylppy (Kotka)",494516,6706761
"48300  Ruonala (Kotka)",493024,6704207
"48310  Mussalo (Kotka)",493744,6700879
"48350  Karhuvuori (Kotka)",492028,6705381
"48400  Sutela (Kotka)",492063,6706835
"48410  Kaukola (Kotka)",489307,6712252
"48600  Karhula (Kotka)",496862,6708934
"48700  Kyminlinna (Kotka)",493998,6708579
"48710  Koivula (Kotka)",493403,6709669
"48720  Kymi (Kotka)",493155,6715118
"48750  Nikeli (Kotka)",491542,6714910
"48770  Ristinkallio (Kotka)",497353,6711467
"48800  Otsola-Mäntykangas (Kotka)",498328,6710383
"48810  Rantahaka (Kotka)",499088,6712999
"48900  Sunila (Kotka)",497611,6706793
"48910  Suulisniemi (Kotka)",498641,6707767
"48930  Tiutinen (Kotka)",498969,6703600
"49200  Heinlahti (Pyhtää)",488480,6708050
"49210  Huutjärvi (Pyhtää)",486139,6705599
"49220  Siltakylä (Pyhtää)",481808,6709761
"49240  Purolanlahti (Pyhtää)",480570,6703536
"49270  Pyhtää kk (Pyhtää)",474900,6706923
"49290  Vastila (Pyhtää)",480849,6719138
"49300  Tavastila (Kotka)",498304,6716836
"49340  Juurikorpi (Kotka)",495857,6720328
"49400  Hamina Keskus (Hamina)",513386,6716218
"49410  Poitsila (Hamina)",508066,6715172
"49420  Uusi-Summa (Hamina)",506788,6712763
"49460  Hillo (Hamina)",508560,6712808
"49480  Vanha-Summa (Hamina)",505436,6714449
"49490  Neuvoton (Hamina)",502778,6714356
"49510  Husula (Hamina)",508924,6719785
"49520  Reitkalli (Hamina)",504208,6719241
"49540  Metsäkylä (Hamina)",502004,6723783
"49570  Kannusjärvi (Hamina)",510350,6729414
"49610  Sivatti (Hamina)",512711,6717349
"49630  Vehkajoki (Hamina)",513554,6721071
"49640  Paijärvi (Hamina)",515498,6723334
"49660  Pyhältö (Hamina)",521000,6737253
"49700  Miehikkälä Kirkonkylä (Miehikkälä)",540907,6724691
"49720  Hurttala (Miehikkälä)",541329,6732024
"49730  Muurikkala (Miehikkälä)",548896,6725252
"49750  Kalliokoski (Miehikkälä)",532803,6726539
"49760  Suur-Miehikkälä (Miehikkälä)",530506,6732559
"49770  Salo-Miehikkälä (Miehikkälä)",526057,6727038
"49780  Onkamaa (Hamina)",520875,6724188
"49840  Mäntlahti (Hamina)",519952,6711062
"49860  Klamila (Virolahti)",524487,6709311
"49900  Virolahti Keskus (Virolahti)",536277,6714229
"49930  Vaalimaa (Virolahti)",545600,6718219
"49960  Ala-Pihlaja (Virolahti)",531389,6714765
"49980  Ravijoki (Virolahti)",527363,6716691
"50100  Mikkeli Keskus (Mikkeli)",513941,6840037
"50120  Siekkilä (Mikkeli)",512493,6840427
"50130  Nuijamies (Mikkeli)",512549,6837792
"50150  Karkialampi (Mikkeli)",509920,6840539
"50160  Kattilansilta (Mikkeli)",514038,6837323
"50170  Peitsari (Mikkeli)",516341,6842857
"50180  Visulahti (Mikkeli)",518866,6840685
"50190  Tuppurala (Mikkeli)",516759,6839271
"50200  Kovala (Mikkeli)",508074,6846380
"50300  Rämälä (Mikkeli)",521033,6852788
"50350  Norola (Mikkeli)",522331,6838926
"50500  Tuukkala-Kaituenmäki (Mikkeli)",513317,6834553
"50520  Moision Sairaala-alue (Mikkeli)",514784,6836191
"50600  Karikko (Mikkeli)",507713,6835498
"50670  Otava (Mikkeli)",502906,6835828
"50700  Syysjärvi (Mikkeli)",512426,6832213
"50770  Korpikoski (Mikkeli)",499231,6846635
"50800  Annilanselkä (Mikkeli)",518590,6832502
"50970  Ihastjärvi (Mikkeli)",508970,6858388
"51130  Vanhamäki (Mikkeli)",495331,6855500
"51200  Kangasniemi Keskus (Kangasniemi)",481913,6870777
"51260  Tahkomäki (Kangasniemi)",480817,6895883
"51270  Kutemajärvi (Kangasniemi)",487781,6887782
"51310  Levä (Kangasniemi)",473206,6863662
"51335  Kaihlamäki (Kangasniemi)",474434,6874970
"51340  Hännilä-Särkiharju (Kangasniemi)",468922,6875845
"51360  Koivula-Synsiö (Kangasniemi)",467674,6889913
"51380  Synsiö (Kangasniemi)",474846,6883473
"51420  Harjumaa-Pajulankylä (Mikkeli)",502013,6855824
"51430  Läsäkoski (Kangasniemi)",495089,6866225
"51440  Vuojalahti (Kangasniemi)",490330,6872733
"51450  Pajulankylä (Mikkeli)",501801,6863629
"51460  Luusniemi (Kangasniemi)",498942,6873908
"51520  Hiirola (Mikkeli)",516183,6853859
"51540  Kalvitsa (Mikkeli)",518229,6865487
"51600  Haukivuori Keskus-Piitkäaho (Mikkeli)",510498,6878119
"51620  Pitkäaho (Mikkeli)",515807,6868858
"51670  Nykälä (Mikkeli)",498205,6887031
"51720  Rahula (Mikkeli)",525834,6841743
"51740  Huuhanaho (Mikkeli)",528339,6844982
"51760  Nuutilanmäki (Juva)",530324,6853240
"51780  Kuosmala (Juva)",538641,6845271
"51810  Maivala (Juva)",536430,6853451
"51820  Hatsola (Juva)",543096,6851527
"51850  Vuorenmaa (Juva)",525399,6873361
"51860  Narila (Juva)",531432,6876343
"51880  Koikkala (Juva)",547581,6843086
"51890  Risulahti (Juva)",551909,6834844
"51900  Juva Keskus (Juva)",543141,6862305
"51930  Paatela (Juva)",554449,6867130
"51940  Härkälä (Juva)",562183,6869098
"51980  Lauteala (Juva)",555534,6845927
"52100  Anttola (Mikkeli)",536567,6829436
"52110  Majavesi (Mikkeli)",524520,6830123
"52150  Hauhala (Mikkeli)",538373,6822914
"52200  Puumala Keskus (Puumala)",567554,6819085
"52230  Hurissalo (Puumala)",543671,6811331
"52270  Ryhälä (Puumala)",562503,6838641
"52300  Ristiina Keskus (Mikkeli)",514258,6816556
"52320  Vitsiälä (Mikkeli)",511831,6826366
"52330  Heimari (Mikkeli)",515123,6827990
"52340  Hangastenmaa (Mikkeli)",522782,6823421
"52360  Someenjärvi (Mikkeli)",533283,6814455
"52420  Pellosniemi (Mikkeli)",524192,6807847
"52510  Hietanen (Hirvensalmi)",498097,6824142
"52520  Syväsmäki (Hirvensalmi)",496246,6834261
"52550  Hirvensalmi Keskus (Hirvensalmi)",485907,6840892
"52610  Tuukkalanlahti (Hirvensalmi)",478129,6842688
"52620  Kuitula (Hirvensalmi)",474221,6850058
"52700  Mäntyharju Keskus (Mäntyharju)",495477,6800868
"52720  Karankamäki-Koirakivi (Mäntyharju)",479855,6813469
"52730  Koirakivi (Mäntyharju)",476956,6809095
"52740  Tuustaipale (Mäntyharju)",485506,6820754
"52760  Mynttilä (Mäntyharju)",495536,6817197
"52780  Kuomiokoski (Mikkeli)",506014,6810489
"52830  Suomenniemi (Mikkeli)",523646,6797122
"52850  Halmeniemi (Mäntyharju)",515186,6789143
"52890  Käävänkylä (Mäntyharju)",504076,6786512
"52920  Voikoski (Kouvola)",488193,6790279
"52960  Nurmaa (Mäntyharju)",481323,6799518
"52970  Pankalahti-Ahvenainen (Mäntyharju)",477562,6799572
"52980  Ahvenainen (Heinola)",470101,6798076
"53100  Lappeenranta keskus (Lappeenranta)",564522,6770736
"53130  Keskussairaala-alue-Kimpinen (Lappeenranta)",565318,6770970
"53200  Kaukas-Tirilä (Lappeenranta)",566728,6770984
"53300  Lauritsala-Mälkiä (Lappeenranta)",570579,6768109
"53400  Laihia (Lappeenranta)",574257,6773201
"53420  Mustola (Lappeenranta)",571486,6770118
"53500  Parkkarila-Harapainen-Reijola (Lappeenranta)",566883,6768875
"53550  Kourulanmäki (Lappeenranta)",565822,6767231
"53600  Kesämäki (Lappeenranta)",563032,6768676
"53650  Mattila-Kuusela (Lappeenranta)",562467,6764904
"53810  Kuusimäki-Lavola (Lappeenranta)",561133,6769358
"53830  Rutola (Lappeenranta)",556081,6768329
"53850  Skinnarila (Lappeenranta)",554686,6773934
"53900  Pallo-Tysterniemi-Leiri (Lappeenranta)",563373,6770864
"53920  Voisalmi (Lappeenranta)",562077,6771657
"53950  Kivisalmi (Lappeenranta)",559873,6774950
"54100  Joutseno Keskus (Lappeenranta)",581143,6778101
"54110  Lampikangas (Lappeenranta)",578339,6775463
"54120  Pulp (Lappeenranta)",575856,6779140
"54190  Konnunsuo (Lappeenranta)",580923,6767377
"54230  Nuijamaa (Lappeenranta)",584483,6760877
"54250  Rapattila (Lappeenranta)",575757,6758404
"54260  Hanhijärvi (Lappeenranta)",569120,6762799
"54270  Vainikkala (Lappeenranta)",571834,6752359
"54300  Vilkjärvi (Lappeenranta)",556037,6761655
"54310  Hytti (Lappeenranta)",564385,6758607
"54330  Simola (Lappeenranta)",563563,6752688
"54390  Pulsa (Lappeenranta)",553438,6753182
"54410  Ylämaa Keskus (Lappeenranta)",558709,6740817
"54430  Hujakkala (Lappeenranta)",553026,6730911
"54460  Ylijärvi (Lappeenranta)",548319,6737811
"54490  Ahomäki (Miehikkälä)",537168,6738311
"54500  Taavetti-Somerharju (Luumäki)",523294,6761047
"54510  Uro (Luumäki)",537646,6751258
"54530  Luumäki (Luumäki)",543914,6756934
"54550  Suo-Anttila (Luumäki)",544740,6747229
"54580  Somerharju (Luumäki)",523215,6755004
